Stream name,Units type,Data interval (seconds),Value interpolation,External data source,External update disabled,Latest update,Latest data,Records,External units,Lookup name,Value offset,Value factor,Time offset (seconds),Min. threshold,Max. threshold,Table,Data column,Time column,User field 1,User value 1,User field 2,User value 2,User field 3,User value 3,Tag name,Description
moata.Adelaide.39139.Preliminary Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,39139,,,,,,Adelaide
moata.Adelaide.39140.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:52 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,39140,,,,,,Adelaide
moata.Adelaide.39142.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:27:58 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,39142,,,,,,Adelaide
moata.Adelaide.39983.Final  Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,39983,,,,,,Adelaide
moata.Adelaide.40000.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:04 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40000,,,,,,Adelaide
moata.Adelaide.48909.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,48909,,,,,,Adelaide
moata.Adelaide.689208.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:10 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689208,,,,,,Adelaide
moata.Alfred.189651.Sump Depth - without offset,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,189651,,,,,,Alfred
moata.Alfred.193691.Sump Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,193691,,,,,,Alfred
moata.Alfred.62318.Ultrasonic,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,62318,,,,,,Alfred
moata.Alfred.62320.Stormwater Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,62320,,,,,,Alfred
moata.Alfred.62321.Overflow Discharge (Rating),Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:16 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,62321,,,,,,Alfred
moata.Argentine Avenue at RG10.215608.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,215608,,,,,,Argentine Avenue at RG10
moata.AWARUA.808902.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808902,,,,,,AWARUA
moata.AWARUA.808903.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808903,,,,,,AWARUA
moata.AWARUA.808904.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808904,,,,,,AWARUA
moata.AWARUA.808905.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808905,,,,,,AWARUA
moata.AWARUA.808906.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808906,,,,,,AWARUA
moata.AWARUA.809070.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809070,,,,,,AWARUA
moata.AWARUA.809109.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:21 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809109,,,,,,AWARUA
moata.AWARUA.809110.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809110,,,,,,AWARUA
moata.BARBERRY.256040.VNOTCH PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,256040,,,,,,BARBERRY
moata.BARBERRY.256041.VNOTCH SDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,256041,,,,,,BARBERRY
moata.BARBERRY.256042.VNOTCH Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256042,,,,,,BARBERRY
moata.BARBERRY.256057.VNOTCH Depth Prelim,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,256057,,,,,,BARBERRY
moata.BARBERRY.256059.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:27 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256059,,,,,,BARBERRY
moata.BARBERRY.256060.VNOTCH Velocity Prelim,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256060,,,,,,BARBERRY
moata.BARBERRY.256061.VNOTCH Flow Prelim,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:32 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256061,,,,,,BARBERRY
moata.BARBERRY.256090.Depth Final,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,256090,,,,,,BARBERRY
moata.BARBERRY.256091.Velocity Final,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256091,,,,,,BARBERRY
moata.BARBERRY.256092.Flow Final,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:37 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,256092,,,,,,BARBERRY
moata.BEACH.229390.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,229390,,,,,,BEACH
moata.BEACH.229391.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,229391,,,,,,BEACH
moata.BEACH.229392.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:43 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,229392,,,,,,BEACH
moata.BEACH.262539.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:48 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262539,,,,,,BEACH
moata.BEACH.48952.Raw PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,48952,,,,,,BEACH
moata.BEACH.48953.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,48953,,,,,,BEACH
moata.BEACH.48954.SDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,48954,,,,,,BEACH
moata.BEACH.48955.Raw PEAKVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,48955,,,,,,BEACH
moata.BEACH.48957.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,48957,,,,,,BEACH
moata.BEACH.48958.Velocity (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,48958,,,,,,BEACH
moata.BEACH.48959.Final - Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,48959,,,,,,BEACH
moata.BEACH.48960.Sewer Flow (Continuity),Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:53 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,48960,,,,,,BEACH
moata.BEACH.48961.Sewer Flow (Rating),Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:28:58 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,48961,,,,,,BEACH
moata.BEACH.48962.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:03 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,48962,,,,,,BEACH
moata.BEACH.56719.PEAKVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,56719,,,,,,BEACH
moata.BEACH.689211.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:09 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689211,,,,,,BEACH
moata.Bellona Place.805146.Raw - UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805146,,,,,,Bellona Place
moata.Bellona Place.805147.Raw - PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805147,,,,,,Bellona Place
moata.Bellona Place.805148.Raw - VELOCITY,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805148,,,,,,Bellona Place
moata.Bellona Place.805149.Raw - FLOW,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:14 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805149,,,,,,Bellona Place
moata.Bellona Place.805154.Prelim - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,805154,,,,,,Bellona Place
moata.Bellona Place.805155.Prelim - Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805155,,,,,,Bellona Place
moata.Bellona Place.805156.Prelim - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:20 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,805156,,,,,,Bellona Place
moata.Bellona.156365.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,156365,,,,,,Bellona
moata.Bellona.156367.SDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,156367,,,,,,Bellona
moata.Bellona.156368.RAWVEL,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156368,,,,,,Bellona
moata.Bellona.156371.Velocity (Unfiltered),V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156371,,,,,,Bellona
moata.Bellona.156372.Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156372,,,,,,Bellona
moata.Bellona.156373.QCONTINUITY,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:25 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,156373,,,,,,Bellona
moata.Bellona.158979.Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,158979,,,,,,Bellona
moata.BELMONT.201419.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201419,,,,,,BELMONT
moata.BENHARCLOSE.201415.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,201415,,,,,,BENHARCLOSE
moata.Berhamp.262558.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:30 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262558,,,,,,Berhamp
moata.Berhamp.32260.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:35 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,32260,,,,,,Berhamp
moata.Berhamp.33721.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,33721,,,,,,Berhamp
moata.Berhamp.39984.Final  Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,39984,,,,,,Berhamp
moata.Berhamp.40001.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:40 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40001,,,,,,Berhamp
moata.Berhamp.40017.Final Sewer Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,40017,,,,,,Berhamp
moata.Berhamp.689199.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:46 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,689199,,,,,,Berhamp
moata.Berhamp.689288.Ultra,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,689288,,,,,,Berhamp
moata.Berhamp.707486.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:51 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,707486,,,,,,Berhamp
moata.Berhampore at Nursery.38919.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,38919,,,,,,Berhampore at Nursery
moata.Berhampore at Nursery.39469.Rain,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,39469,,,,,,Berhampore at Nursery
moata.BIRCH.261406.LRD,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261406,,,,,,BIRCH
moata.BIRCH.261413.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261413,,,,,,BIRCH
moata.BIRCH.261423.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261423,,,,,,BIRCH
moata.BIRCH.261441.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261441,,,,,,BIRCH
moata.BIRCH.261454.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:29:56 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261454,,,,,,BIRCH
moata.BIRCH.261463.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261463,,,,,,BIRCH
moata.BIRCH.261476.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:02 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261476,,,,,,BIRCH
moata.BIRCH.261485.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:08 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261485,,,,,,BIRCH
moata.BIRCH.261504.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,261504,,,,,,BIRCH
moata.BIRCH.262537.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:15 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262537,,,,,,BIRCH
moata.Black Creek at Wellington Rd.722992.Black Creek SCADA,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,722992,,,,,,Black Creek at Wellington Rd
moata.Black Creek at Wellington Rd.724073.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:20 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,724073,,,,,,Black Creek at Wellington Rd
moata.Black Creek at Wellington Rd.724472.Black Creek SCADA Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:25 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,724472,,,,,,Black Creek at Wellington Rd
moata.Black Creek at Wellington Rd.724477.Prelim - SCADA Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,724477,,,,,,Black Creek at Wellington Rd
moata.Black Creek.178800.Raw Stream Level,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,178800,,,,,,Black Creek
moata.Black Creek.182662.DFINAL,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,182662,,,,,,Black Creek
moata.Black Creek.691379.Raw Black Creek Level,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,691379,,,,,,Black Creek
moata.Black Creek.715219.Raw - UpDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,715219,,,,,,Black Creek
moata.Black Creek.715220.Raw - PDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,715220,,,,,,Black Creek
moata.Black Creek.715221.Raw Peak Velocity,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,715221,,,,,,Black Creek
moata.Black Creek.792597.Prelim - Black Creek Level,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,792597,,,,,,Black Creek
moata.Black Creek.792598.Black Creek Level,Z,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m AD,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,792598,,,,,,Black Creek
moata.Black Creek.792600.QCONT,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:31 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,792600,,,,,,Black Creek
moata.Black Creek.792601.Black Creek Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:36 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,792601,,,,,,Black Creek
moata.BLUEMOUNTAIN.261407.LRD,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261407,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261414.RawVel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261414,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261424.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261424,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261442.Final Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261442,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261455.Final Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:42 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261455,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261464.Preliminary Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,261464,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261477.Preliminary Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:30:50 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261477,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261486.Synthesised Dry Weather Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:31:05 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,261486,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.261502.Rain Radar,RD,300.000,Extend,dwh_moata_utc_x64,1,Never,Never,0,mm,,0.000,1.000,0.000,,,trace_trace_data,value,utcdatetime,traceid,261502,,,,,,BLUEMOUNTAIN
moata.BLUEMOUNTAIN.262536.Daily Total Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:31:24 pm,Never,0,m3/day,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,262536,,,,,,BLUEMOUNTAIN
moata.BLUFF.808908.Raw - Unidepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808908,,,,,,BLUFF
moata.BLUFF.808909.Raw - Sdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808909,,,,,,BLUFF
moata.BLUFF.808910.Raw - Peakvel,V,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,808910,,,,,,BLUFF
moata.BLUFF.808911.Raw - Pdepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808911,,,,,,BLUFF
moata.BLUFF.808912.Raw - LRDepth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,808912,,,,,,BLUFF
moata.BLUFF.809069.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809069,,,,,,BLUFF
moata.BLUFF.809107.Final - Sewer Flow,Q,300.000,Linear,dwh_moata_utc_x64,0,19/02/2024 3:31:44 pm,Never,0,l/s,,0.000,1.000,0.000,0.000,,trace_trace_data,value,utcdatetime,traceid,809107,,,,,,BLUFF
moata.BLUFF.809108.Final - Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,809108,,,,,,BLUFF
moata.Bothamley.167798.Sewer Depth,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,167798,,,,,,Bothamley
moata.Bothamley.176550.PDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,176550,,,,,,Bothamley
moata.Bothamley.213583.UNIDEPTH,Y,300.000,Linear,dwh_moata_utc_x64,1,Never,Never,0,m,,0.000,0.001,0.000,,,trace_trace_data,value,utcdatetime,traceid,213583,,,,,,Bothamley
